f1,auc_roc,auc_pr,recall,precision,accuracy,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_absolute_odds_difference,dataset,scenario,mitigator,generator,model,seed
0.6167209554831705,0.7132418842212488,0.687105698248496,0.5714285714285714,0.6698113207547169,0.665719696969697,0.28060672938448017,2.2054636027639405,0.30198977729098214,0.30198977729098214,compas,S1,None,Baseline,LogisticRegression,42
0.6060606060606061,0.7216573141892499,0.7027225425477672,0.5432595573440644,0.6852791878172588,0.6676136363636364,0.31631473619241773,2.7294610900910112,0.3414749908725812,0.3414749908725812,compas,S1,None,Baseline,SVM,42
0.6167209554831705,0.7167135190391003,0.6951744945257556,0.5714285714285714,0.6698113207547169,0.665719696969697,0.23320552864383642,1.892541159627774,0.24755385177071926,0.24755385177071926,compas,S1,None,Baseline,CatBoost,42
0.6338912133891214,0.7313919293938947,0.7076707521512475,0.6096579476861167,0.6601307189542484,0.6685606060606061,0.3080741391886584,2.235230596175478,0.3501460387002556,0.3501460387002556,compas,S1,None,Baseline,LogisticRegression,123
0.6163934426229508,0.7222998095909987,0.7017583278916828,0.5674044265593562,0.6746411483253588,0.6676136363636364,0.3146090111657658,2.5224183183998554,0.32318364366557134,0.32318364366557134,compas,S1,None,Baseline,SVM,123
0.6454352441613588,0.7387887251955382,0.7101823546222028,0.6116700201207244,0.6831460674157304,0.6837121212121212,0.30182729534105146,2.2581117954315117,0.3077948156261409,0.3077948156261409,compas,S1,None,Baseline,CatBoost,123
0.6468716861081655,0.7332654243889094,0.7206549684614942,0.613682092555332,0.6838565022421524,0.6846590909090909,0.28365159818205626,2.126578517307978,0.4106060606060606,0.4106060606060606,compas,S1,None,Baseline,LogisticRegression,999
0.6233480176211453,0.7382200177811052,0.7203369063017349,0.5694164989939637,0.6885644768856448,0.6761363636363636,0.3628368900443264,3.1215879265091866,0.48950346841913106,0.48950346841913106,compas,S1,None,Baseline,SVM,999
0.6282051282051282,0.7420461948794737,0.7314854868460577,0.5915492957746479,0.6697038724373576,0.6704545454545454,0.27657807619653246,2.108946381702287,0.41376414749908724,0.41376414749908724,compas,S1,None,Baseline,CatBoost,999
0.6241900647948164,0.7183818474352375,0.6847700362173864,0.5814889336016097,0.6736596736596736,0.6704545454545454,0.2726803448856303,2.1254747568318666,0.2807594012413289,0.2807594012413289,compas,S1,None,Baseline,LogisticRegression,2024
0.6,0.7074450279494499,0.6685284658206656,0.5432595573440644,0.6699751861042184,0.6590909090909091,0.3225877644154339,2.7191069470746543,0.3414749908725812,0.3414749908725812,compas,S1,None,Baseline,SVM,2024
0.6291179596174282,0.7188047785820468,0.6929401375142474,0.5955734406438632,0.6666666666666666,0.6695075757575758,0.2410009912656405,1.8746673907140918,0.25648046732384083,0.25648046732384083,compas,S1,None,Baseline,CatBoost,2024
0.6349534643226473,0.7263725465494217,0.7027353098835825,0.6177062374245473,0.6531914893617021,0.665719696969697,0.28194587315540426,2.023269074124355,0.28961299744432273,0.28961299744432273,compas,S1,None,Baseline,LogisticRegression,7
0.6223628691983122,0.7114241801434728,0.6816070346436569,0.5935613682092555,0.6541019955654102,0.6609848484848485,0.3191763143621299,2.357305336832896,0.3441949616648412,0.3441949616648412,compas,S1,None,Baseline,SVM,7
0.649746192893401,0.7256868581794883,0.6980752280554475,0.6438631790744467,0.6557377049180327,0.6732954545454546,0.26684122916939423,1.8845681691363383,0.25618838992332965,0.25618838992332965,compas,S1,None,Baseline,CatBoost,7
0.6385669125395153,0.7307008419029382,0.703549676167291,0.6096579476861167,0.6703539823008849,0.6751893939393939,0.3128509173882955,2.3040617447571528,0.3864366557137641,0.3864366557137641,compas,S1,None,Baseline,LogisticRegression,88
0.6303418803418803,0.7301915248197592,0.6973599583469909,0.5935613682092555,0.6719817767653758,0.6723484848484849,0.3634802775543794,2.8436770704866716,0.42584884994523553,0.42584884994523553,compas,S1,None,Baseline,SVM,88
0.6332622601279317,0.7295544285390339,0.7064521205538025,0.5975855130784709,0.673469387755102,0.6742424242424242,0.26787738231058406,2.044225721784777,0.3230010952902519,0.3230010952902519,compas,S1,None,Baseline,CatBoost,88
0.6575916230366492,0.7437073244475799,0.7181698909127432,0.6317907444668008,0.6855895196506551,0.6903409090909091,0.3262498363476537,2.373511811023622,0.3379152975538518,0.3379152975538518,compas,S1,None,Baseline,LogisticRegression,101
0.6430868167202572,0.7365030972957602,0.7146418350141678,0.6036217303822937,0.6880733944954128,0.6846590909090909,0.4022069687844839,3.3517935258092746,0.4409090909090909,0.4409090909090909,compas,S1,None,Baseline,SVM,101
0.6476190476190476,0.7453144628054553,0.7261825805484736,0.6156941649899397,0.6830357142857143,0.6846590909090909,0.29865150466642976,2.220701781209388,0.27752829499817455,0.27752829499817455,compas,S1,None,Baseline,CatBoost,101
0.6488794023479189,0.7324105635602524,0.704690076938887,0.6116700201207244,0.6909090909090909,0.6884469696969697,0.28605307946957936,2.1692072471523582,0.3168674698795181,0.3168674698795181,compas,S1,None,Baseline,LogisticRegression,13
0.6263498920086393,0.7235236103562339,0.7000718837226214,0.5835010060362174,0.675990675990676,0.6723484848484849,0.3161314455645538,2.4625421822272213,0.35635268346111715,0.35635268346111715,compas,S1,None,Baseline,SVM,13
